"AchievedFillRates_Avg","AchievedFillRates_Total","HoldingCosts","TargetFillRates","Method"
0.772323281455736,0.758937269775623,54517424.8272587,0.75,"META-2"
0.781211051021966,0.768037050875855,55968855.2796365,0.76,"META-2"
0.790020776889716,0.777095884240752,57469992.7507046,0.77,"META-2"
0.798829080386818,0.786108651403398,59039045.3555051,0.78,"META-2"
0.80767538437194,0.795209285581449,60680024.8147381,0.79,"META-2"
0.816443365272735,0.80426214740161,62391381.2352403,0.8,"META-2"
0.825314911274657,0.813407994704093,64201257.0864004,0.81,"META-2"
0.834152231404561,0.822559813551312,66090288.3967212,0.82,"META-2"
0.843039705820041,0.831757698600782,68093635.2132251,0.83,"META-2"
0.851729673676472,0.840775584230345,70209642.6455405,0.84,"META-2"
0.860635227021606,0.850036597038455,72455321.7950102,0.85,"META-2"
0.869472555532272,0.859255809033412,74859706.9053908,0.86,"META-2"
0.878175365373923,0.868355590133643,77423208.8687873,0.87,"META-2"
0.8870432341762,0.877647313743254,80198741.3951033,0.88,"META-2"
0.895783012904234,0.886840933403627,83208264.7146728,0.89,"META-2"
0.904686410933351,0.896211993250448,86493087.1039344,0.9,"META-2"
0.913471201551969,0.905507129171337,90116202.0367904,0.91,"META-2"
0.922241424671935,0.914809089714782,94155162.3407462,0.92,"META-2"
0.931080294048784,0.924227068841674,98732097.7412442,0.93,"META-2"
0.93990961442893,0.933666374914052,103995171.600638,0.94,"META-2"
0.948752340382508,0.943163690278154,110196629.372006,0.95,"META-2"
0.957635195850969,0.952760815747134,117774822.938193,0.96,"META-2"
0.966624035614165,0.96253879371384,127479404.756728,0.97,"META-2"
0.97576944503457,0.972547955769621,140595658.86322,0.98,"META-2"
0.983557211237428,0.981156364045841,157608538.821914,0.99,"META-2"
